id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g075,partition skew,58,53,38,105,233,ship,recovery,confidence-floor
g076,quality gap,90,45,9,103,427,ship,negative,lane-boundary
g077,schema drift,109,9,17,64,341,ship,baseline,monotonic-signal
g078,lineage depth,34,28,43,92,78,hold,edge,drag-penalty
g079,partition skew,44,40,37,55,119,watch,recovery,confidence-floor
g080,quality gap,97,49,14,96,429,ship,negative,lane-boundary
g081,schema drift,83,21,4,78,353,ship,baseline,monotonic-signal
g082,lineage depth,35,9,32,31,26,hold,edge,drag-penalty
g083,partition skew,103,77,37,55,370,ship,recovery,confidence-floor
g084,quality gap,96,42,41,28,236,ship,negative,lane-boundary
g085,schema drift,96,62,24,105,421,ship,baseline,monotonic-signal
g086,lineage depth,100,75,38,105,403,ship,edge,drag-penalty
g087,partition skew,105,49,25,67,380,ship,recovery,confidence-floor
g088,quality gap,67,38,20,52,249,ship,negative,lane-boundary
g089,schema drift,96,35,40,49,247,ship,baseline,monotonic-signal
g090,lineage depth,114,71,10,52,496,ship,edge,drag-penalty
g091,partition skew,82,57,17,58,350,ship,recovery,confidence-floor
g092,quality gap,70,52,22,66,292,ship,negative,lane-boundary
g093,schema drift,111,17,5,31,378,ship,baseline,monotonic-signal
g094,lineage depth,36,72,19,104,280,ship,edge,drag-penalty
g095,partition skew,57,32,7,102,309,ship,recovery,confidence-floor
g096,quality gap,115,50,44,63,332,ship,negative,lane-boundary
